year,title,IMDb ID
1984,Gremlins,tt0087363
1984,The Thief of Baghdad,tt0015400
1984,This Is My Country,tt0086943
1984,Derek Malcolm,tt0104797
1983,"Finally, Sunday!",tt0086551
1983,Loose Connections,tt0085866
1983,Sans Soleil,tt0084628
1982,The Captain's Doll,tt0084918
1982,The Missionary,tt0083449
1982,Elippathayam,tt0082318
1981,Gallipoli,tt0082432
1981,Priest of Love,tt0082940
1981,"No Mercy, No Future",tt0082060
1980,Kagemusha,tt0080979
1980,Raging Bull,tt0081398
1980,The Falls,tt0080715
1979,Those Wonderful Movie Cranks,tt0077202
1979,My Brilliant Career,tt0079596
1979,The Herd,tt0078355
1978,Newsfront,tt0077986
1978,The Sailor's Return,tt0078195
1978,The Scenic Route,tt0140536
1977,A Woman of Paris,tt0014624
1976,The Devil's Playground,tt0074404
1976,The Killing of a Chinese Bookie,tt0074749
1976,In the Realm of the Senses,tt0074102
1975,Winstanley,tt0073911
1975,The Middleman,tt0074710
1975,The Travelling Players,tt0073800
1974,Akenfield,tt0400146
1974,The Ferocious One,tt0144290
1974,Martha,tt0070374
1973,Payday,tt0069067
1973,Ludwig: Requiem for a Virgin King,tt0068884
1973,Pirosmani,tt0064815
1972,Company limited,tt0067729
1972,The Hour of the Furnaces,tt0063084
1971,Trafic,tt0069400
1971,Four Nights of a Dreamer,tt0067641
1970,L'Enfant sauvage,tt0064285
1970,Quiet Days in Clichy,tt0066407
1970,The Conformist,tt0065571
1970,Ken Wlaschin,tt0066993
1969,My Night at Maud's,tt0064612
1969,Boy,tt0064976
1969,L'Amour fou,tt0062663
1968,The Fireman's Ball,tt0061781
1968,If....,tt0063850
1968,The Chronicle of Anna Magdalena Bach,tt0062804
1967,La Marseillaise,tt0030424
1967,Samurai Rebellion,tt0061847
1966,The Shameless Old Lady,tt0059875
1966,The Man Who Had His Hair Cut Short,tt0129222
1965,A Blonde in Love,tt0059415
1965,Pierrot le Fou,tt0059592
1964,The Umbrellas of Cherbourg,tt0058450
1964,Hamlet,tt0058126
1963,Muriel,tt0057336
1962,Le Caporal épinglé,tt0055827
1962,Paris Belongs to Us,tt0054156
1961,Lola,tt0055093
1961,Il Posto,tt0055320
1960,Les jeux de l'amour,tt0053964
1960,L'Avventura,tt0053619
1960,Richard Roud,tt43642032
1959,A Midsummer Night's Dream,tt0053261
1959,The World of Apu,tt0052572
1958,H-8,tt0051693
1958,Tokyo Story,tt0046438
1957,Throne of Blood,tt0050613
